report_date,region,egg_class,volume,pct_chg_last_week,package
08/19/2024,Midwest (MW),Extra Large,27.2,23.0%,30-dozen cases in thousands
08/19/2024,South Central (SC),Extra Large,20.4,1.7%,30-dozen cases in thousands
08/19/2024,Southwest (SW),Extra Large,14,-13.5%,30-dozen cases in thousands
08/19/2024,N/A,Breaking Stock,287.1,-10.3%,30-dozen cases in thousands
08/19/2024,6-Area,Total,1108.6,-2.4%,30-dozen cases in thousands
08/19/2024,Northwest (NW),Total,56.2,-4.6%,30-dozen cases in thousands
08/19/2024,Southwest (SW),Total,105.8,-1.6%,30-dozen cases in thousands
08/19/2024,South Central (SC),Total,188.5,-0.7%,30-dozen cases in thousands
08/19/2024,Midwest (MW),Total,336.7,-4.7%,30-dozen cases in thousands
08/19/2024,Southeast (SE),Total,246.4,-0.7%,30-dozen cases in thousands
08/19/2024,Northeast (NE),Total,174.9,-1.5%,30-dozen cases in thousands
08/19/2024,Northeast (NE),Specialty,8,-16.1%,30-dozen cases in thousands
08/19/2024,Southeast (SE),Specialty,12.7,-6.0%,30-dozen cases in thousands
08/19/2024,Midwest (MW),Specialty,0,,30-dozen cases in thousands
08/19/2024,South Central (SC),Specialty,3.5,-13.1%,30-dozen cases in thousands
08/19/2024,Southwest (SW),Specialty,2,-22.0%,30-dozen cases in thousands
08/19/2024,Southwest (SW),Organic,5.2,13.6%,30-dozen cases in thousands
08/19/2024,South Central (SC),Organic,8.6,4.7%,30-dozen cases in thousands
08/19/2024,Midwest (MW),Organic,24.2,0.6%,30-dozen cases in thousands
08/19/2024,Southeast (SE),Organic,13.1,39.5%,30-dozen cases in thousands
08/19/2024,Northeast (NE),Organic,19.4,-7.5%,30-dozen cases in thousands
08/19/2024,6-Area,Specialty,27.1,-10.7%,30-dozen cases in thousands
08/19/2024,South Central (SC),Cage-Free,23.5,-15.3%,30-dozen cases in thousands
08/19/2024,Midwest (MW),Cage-Free,78.3,-1.5%,30-dozen cases in thousands
08/19/2024,Southeast (SE),Cage-Free,16.2,-7.2%,30-dozen cases in thousands
08/19/2024,Northeast (NE),Cage-Free,3.5,-19.5%,30-dozen cases in thousands
08/19/2024,6-Area,Organic,73.1,4.6%,30-dozen cases in thousands
08/19/2024,Northwest (NW),Organic,2.5,1.1%,30-dozen cases in thousands
08/19/2024,6-Area,Cage-Free,258.5,-5.0%,30-dozen cases in thousands
08/19/2024,Northwest (NW),Cage-Free,42.1,-7.3%,30-dozen cases in thousands
08/19/2024,Southwest (SW),Cage-Free,94.9,-2.9%,30-dozen cases in thousands
08/19/2024,Northwest (NW),Specialty,1,16.1%,30-dozen cases in thousands
08/19/2024,Northeast (NE),Jumbo,13.8,17.9%,30-dozen cases in thousands
08/19/2024,Southeast (SE),Jumbo,6.3,-1.8%,30-dozen cases in thousands
08/19/2024,Midwest (MW),Jumbo,15.6,11.3%,30-dozen cases in thousands
08/19/2024,South Central (SC),Jumbo,10.1,10.1%,30-dozen cases in thousands
08/19/2024,Southwest (SW),Jumbo,4.9,1.8%,30-dozen cases in thousands
08/19/2024,Northwest (NW),Jumbo,1.3,-10.0%,30-dozen cases in thousands
08/19/2024,6-Area,Misc,66.4,-9.4%,30-dozen cases in thousands
08/19/2024,Northeast (NE),Misc,10.2,-6.9%,30-dozen cases in thousands
08/19/2024,Southeast (SE),Misc,11,6.9%,30-dozen cases in thousands
08/19/2024,Midwest (MW),Misc,26.8,-15.1%,30-dozen cases in thousands
08/19/2024,South Central (SC),Misc,14.7,-13.0%,30-dozen cases in thousands
08/19/2024,Southwest (SW),Misc,3.6,0.6%,30-dozen cases in thousands
08/19/2024,Northwest (NW),Misc,0,,30-dozen cases in thousands
08/19/2024,Southeast (SE),Ungraded,41,-11.4%,30-dozen cases in thousands
08/19/2024,Midwest (MW),Ungraded,111.6,-21.7%,30-dozen cases in thousands
08/19/2024,South Central (SC),Ungraded,14.8,-12.5%,30-dozen cases in thousands
08/19/2024,Southwest (SW),Ungraded,9.5,18.8%,30-dozen cases in thousands
08/19/2024,Northwest (NW),Ungraded,1,-19.6%,30-dozen cases in thousands
08/19/2024,6-Area,Ungraded,183.1,-17.2%,30-dozen cases in thousands
08/19/2024,Midwest (MW),Small,3.5,-2.1%,30-dozen cases in thousands
08/19/2024,South Central (SC),Small,1.1,31.3%,30-dozen cases in thousands
08/19/2024,Southwest (SW),Small,2.6,-24.3%,30-dozen cases in thousands
08/19/2024,Northwest (NW),Small,0,,30-dozen cases in thousands
08/19/2024,6-Area,Small,16.5,-12.5%,30-dozen cases in thousands
08/19/2024,Northeast (NE),Ungraded,5.2,-14.5%,30-dozen cases in thousands
08/19/2024,South Central (SC),Medium,24.7,-7.7%,30-dozen cases in thousands
08/19/2024,Southwest (SW),Medium,19.4,1.2%,30-dozen cases in thousands
08/19/2024,Northwest (NW),Medium,11.5,-3.3%,30-dozen cases in thousands
08/19/2024,6-Area,Medium,130.5,-1.8%,30-dozen cases in thousands
08/12/2024,Midwest (MW),Misc,31.6,8.9%,30-dozen cases in thousands
08/12/2024,Northeast (NE),Total,177.6,4.6%,30-dozen cases in thousands
08/12/2024,Southeast (SE),Total,248.1,-2.7%,30-dozen cases in thousands
08/12/2024,Midwest (MW),Total,353.4,-6.9%,30-dozen cases in thousands
08/12/2024,South Central (SC),Total,189.9,-0.4%,30-dozen cases in thousands
08/12/2024,Southwest (SW),Total,107.5,-10.4%,30-dozen cases in thousands
08/12/2024,Northwest (NW),Total,58.9,-9.3%,30-dozen cases in thousands
08/12/2024,6-Area,Total,1135.4,-3.8%,30-dozen cases in thousands
08/12/2024,N/A,Breaking Stock,320.2,-1.1%,30-dozen cases in thousands
08/12/2024,Southeast (SE),Misc,10.3,-20.9%,30-dozen cases in thousands
08/12/2024,Northeast (NE),Misc,11,-15.0%,30-dozen cases in thousands
08/12/2024,6-Area,Misc,73.3,-1.6%,30-dozen cases in thousands
08/12/2024,Northwest (NW),Jumbo,1.4,-42.1%,30-dozen cases in thousands
08/12/2024,Southwest (SW),Jumbo,4.8,8.2%,30-dozen cases in thousands
08/12/2024,South Central (SC),Jumbo,9.2,-13.6%,30-dozen cases in thousands
08/12/2024,Midwest (MW),Jumbo,14,-6.3%,30-dozen cases in thousands
08/12/2024,Southeast (SE),Jumbo,6.4,-9.1%,30-dozen cases in thousands
08/12/2024,Northeast (NE),Jumbo,11.7,22.8%,30-dozen cases in thousands
08/12/2024,Northeast (NE),Specialty,9.5,-12.5%,30-dozen cases in thousands
08/12/2024,Southeast (SE),Specialty,13.5,-3.0%,30-dozen cases in thousands
08/12/2024,Midwest (MW),Specialty,0,,30-dozen cases in thousands
08/12/2024,South Central (SC),Specialty,4,59.8%,30-dozen cases in thousands
08/12/2024,Southwest (SW),Specialty,2.5,1.6%,30-dozen cases in thousands
08/12/2024,Northwest (NW),Specialty,0.9,-10.2%,30-dozen cases in thousands
08/12/2024,Southwest (SW),Cage-Free,97.7,-11.9%,30-dozen cases in thousands
08/12/2024,Northwest (NW),Cage-Free,45.4,-6.9%,30-dozen cases in thousands
08/12/2024,6-Area,Cage-Free,272.1,-6.2%,30-dozen cases in thousands
08/12/2024,Northwest (NW),Organic,2.5,5.4%,30-dozen cases in thousands
08/12/2024,6-Area,Organic,69.9,3.3%,30-dozen cases in thousands
08/12/2024,Northeast (NE),Cage-Free,4.4,-21.8%,30-dozen cases in thousands
08/12/2024,Southeast (SE),Cage-Free,17.4,1.3%,30-dozen cases in thousands
08/12/2024,Midwest (MW),Cage-Free,79.5,1.7%,30-dozen cases in thousands
08/12/2024,South Central (SC),Cage-Free,27.7,-6.1%,30-dozen cases in thousands
08/12/2024,6-Area,Specialty,30.4,-1.1%,30-dozen cases in thousands
08/12/2024,Northeast (NE),Organic,21,5.6%,30-dozen cases in thousands
08/12/2024,Southeast (SE),Organic,9.4,-5.1%,30-dozen cases in thousands
08/12/2024,Midwest (MW),Organic,24.1,2.6%,30-dozen cases in thousands
08/12/2024,South Central (SC),Organic,8.2,6.0%,30-dozen cases in thousands
08/12/2024,Southwest (SW),Organic,4.6,10.6%,30-dozen cases in thousands
08/12/2024,Southwest (SW),Extra Large,16.2,-10.0%,30-dozen cases in thousands
08/12/2024,South Central (SC),Extra Large,20.1,6.6%,30-dozen cases in thousands
08/12/2024,Midwest (MW),Extra Large,22.1,1.3%,30-dozen cases in thousands
08/12/2024,Southeast (SE),Extra Large,23.1,3.7%,30-dozen cases in thousands
08/12/2024,Northeast (NE),Extra Large,28.6,20.8%,30-dozen cases in thousands
08/12/2024,6-Area,Jumbo,47.4,-3.1%,30-dozen cases in thousands
08/12/2024,South Central (SC),Large,99.2,1.3%,30-dozen cases in thousands
08/12/2024,Midwest (MW),Large,103.4,-27.3%,30-dozen cases in thousands
08/12/2024,Southeast (SE),Large,148.4,-1.0%,30-dozen cases in thousands
08/12/2024,Northeast (NE),Large,83.9,1.4%,30-dozen cases in thousands
08/12/2024,6-Area,Extra Large,113.7,4.2%,30-dozen cases in thousands
08/12/2024,Northwest (NW),Extra Large,3.5,-20.6%,30-dozen cases in thousands
08/12/2024,Midwest (MW),Medium,36.1,0.6%,30-dozen cases in thousands
08/12/2024,Southeast (SE),Medium,13.5,-11.7%,30-dozen cases in thousands
08/12/2024,Northeast (NE),Medium,25.5,13.3%,30-dozen cases in thousands
08/12/2024,6-Area,Large,528.2,-8.1%,30-dozen cases in thousands
08/12/2024,Northwest (NW),Large,40.9,-8.3%,30-dozen cases in thousands
08/12/2024,Southwest (SW),Large,52.4,-8.6%,30-dozen cases in thousands
08/12/2024,Southeast (SE),Small,0.2,-23.0%,30-dozen cases in thousands
08/12/2024,Northeast (NE),Small,10.8,-6.0%,30-dozen cases in thousands
08/12/2024,6-Area,Medium,132.9,-5.6%,30-dozen cases in thousands
08/12/2024,Northwest (NW),Medium,11.9,-6.6%,30-dozen cases in thousands
08/12/2024,Southwest (SW),Medium,19.2,-29.8%,30-dozen cases in thousands
08/12/2024,South Central (SC),Medium,26.7,-1.0%,30-dozen cases in thousands
08/12/2024,Northeast (NE),Ungraded,6.1,-10.9%,30-dozen cases in thousands
08/12/2024,6-Area,Small,18.9,19.5%,30-dozen cases in thousands
08/12/2024,South Central (SC),Misc,16.9,8.7%,30-dozen cases in thousands
08/12/2024,Southwest (SW),Misc,3.6,-8.9%,30-dozen cases in thousands
08/12/2024,Northwest (NW),Misc,0,,30-dozen cases in thousands
08/12/2024,Southeast (SE),Ungraded,46.2,-2.5%,30-dozen cases in thousands
08/12/2024,Midwest (MW),Ungraded,142.5,6.5%,30-dozen cases in thousands
08/12/2024,South Central (SC),Ungraded,16.9,-16.2%,30-dozen cases in thousands
08/12/2024,Southwest (SW),Ungraded,8,8.5%,30-dozen cases in thousands
08/12/2024,Northwest (NW),Ungraded,1.2,37.4%,30-dozen cases in thousands
08/12/2024,6-Area,Ungraded,221,2.1%,30-dozen cases in thousands
08/12/2024,Midwest (MW),Small,3.6,98.8%,30-dozen cases in thousands
08/12/2024,South Central (SC),Small,0.8,103.3%,30-dozen cases in thousands
08/12/2024,Southwest (SW),Small,3.5,102.9%,30-dozen cases in thousands
08/12/2024,Northwest (NW),Small,0,,30-dozen cases in thousands
08/05/2024,6-Area,Extra Large,109.1,-9.6%,30-dozen cases in thousands
08/05/2024,Northwest (NW),Extra Large,4.4,18.0%,30-dozen cases in thousands
08/05/2024,Midwest (MW),Medium,35.9,2.7%,30-dozen cases in thousands
08/05/2024,Northeast (NE),Jumbo,9.5,10.5%,30-dozen cases in thousands
08/05/2024,Southeast (SE),Jumbo,7,13.0%,30-dozen cases in thousands
08/05/2024,Midwest (MW),Jumbo,15,3.1%,30-dozen cases in thousands
08/05/2024,South Central (SC),Jumbo,10.6,22.3%,30-dozen cases in thousands
08/05/2024,Southwest (SW),Jumbo,4.4,-10.9%,30-dozen cases in thousands
08/05/2024,Northwest (NW),Jumbo,2.4,118.8%,30-dozen cases in thousands
08/05/2024,6-Area,Misc,74.5,-1.8%,30-dozen cases in thousands
08/05/2024,Northeast (NE),Misc,12.9,-8.2%,30-dozen cases in thousands
08/05/2024,Southeast (SE),Medium,15.3,-15.0%,30-dozen cases in thousands
08/05/2024,Northeast (NE),Medium,22.5,-2.2%,30-dozen cases in thousands
08/05/2024,6-Area,Large,574.6,-0.2%,30-dozen cases in thousands
08/05/2024,Northwest (NW),Large,44.6,16.0%,30-dozen cases in thousands
08/05/2024,Southwest (SW),Large,57.3,5.9%,30-dozen cases in thousands
08/05/2024,Southeast (SE),Small,0.3,-47.2%,30-dozen cases in thousands
08/05/2024,Northeast (NE),Small,11.5,1.4%,30-dozen cases in thousands
08/05/2024,6-Area,Medium,140.7,-0.3%,30-dozen cases in thousands
08/05/2024,Northwest (NW),Medium,12.7,32.1%,30-dozen cases in thousands
08/05/2024,Southwest (SW),Medium,27.3,6.1%,30-dozen cases in thousands
08/05/2024,South Central (SC),Medium,27,-9.3%,30-dozen cases in thousands
08/05/2024,Northeast (NE),Ungraded,6.9,8.2%,30-dozen cases in thousands
08/05/2024,6-Area,Small,15.8,-8.9%,30-dozen cases in thousands
08/05/2024,Northwest (NW),Small,0,,30-dozen cases in thousands
08/05/2024,Southwest (SW),Small,1.7,-51.9%,30-dozen cases in thousands
08/05/2024,South Central (SC),Small,0.4,45.7%,30-dozen cases in thousands
08/05/2024,Midwest (MW),Small,1.8,30.6%,30-dozen cases in thousands
08/05/2024,6-Area,Ungraded,216.5,2.6%,30-dozen cases in thousands
08/05/2024,Northwest (NW),Ungraded,0.9,-22.8%,30-dozen cases in thousands
08/05/2024,Southwest (SW),Ungraded,7.4,-41.2%,30-dozen cases in thousands
08/05/2024,South Central (SC),Ungraded,20.1,-8.3%,30-dozen cases in thousands
08/05/2024,Midwest (MW),Ungraded,133.8,5.5%,30-dozen cases in thousands
08/05/2024,Southeast (SE),Ungraded,47.4,12.8%,30-dozen cases in thousands
08/05/2024,Northwest (NW),Misc,0,,30-dozen cases in thousands
08/05/2024,Southwest (SW),Misc,3.9,0.9%,30-dozen cases in thousands
08/05/2024,South Central (SC),Misc,15.6,3.1%,30-dozen cases in thousands
08/05/2024,Midwest (MW),Misc,29,-1.5%,30-dozen cases in thousands
08/05/2024,Southeast (SE),Misc,13,-1.9%,30-dozen cases in thousands
08/05/2024,Northeast (NE),Large,82.8,-5.3%,30-dozen cases in thousands
08/05/2024,Southeast (SE),Large,149.8,-7.5%,30-dozen cases in thousands
08/05/2024,Midwest (MW),Large,142.2,1.8%,30-dozen cases in thousands
08/05/2024,Southwest (SW),Organic,4.2,-37.0%,30-dozen cases in thousands
08/05/2024,South Central (SC),Organic,7.7,-10.3%,30-dozen cases in thousands
08/05/2024,Midwest (MW),Organic,23.5,3.5%,30-dozen cases in thousands
08/05/2024,Southeast (SE),Organic,9.9,-10.8%,30-dozen cases in thousands
08/05/2024,Northeast (NE),Organic,19.9,6.0%,30-dozen cases in thousands
08/05/2024,6-Area,Specialty,30.7,-14.9%,30-dozen cases in thousands
08/05/2024,South Central (SC),Cage-Free,29.5,13.9%,30-dozen cases in thousands
08/05/2024,Midwest (MW),Cage-Free,78.2,1.8%,30-dozen cases in thousands
08/05/2024,Southeast (SE),Cage-Free,17.2,3.2%,30-dozen cases in thousands
08/05/2024,Northeast (NE),Cage-Free,5.6,-24.2%,30-dozen cases in thousands
08/05/2024,6-Area,Organic,67.6,-3.8%,30-dozen cases in thousands
08/05/2024,Northwest (NW),Organic,2.4,1.0%,30-dozen cases in thousands
08/05/2024,6-Area,Cage-Free,290.1,3.9%,30-dozen cases in thousands
08/05/2024,Northwest (NW),Cage-Free,48.8,20.1%,30-dozen cases in thousands
08/05/2024,Southwest (SW),Cage-Free,110.8,-0.8%,30-dozen cases in thousands
08/05/2024,Northwest (NW),Specialty,1,30.6%,30-dozen cases in thousands
08/05/2024,Southwest (SW),Specialty,2.5,-9.0%,30-dozen cases in thousands
08/05/2024,South Central (SC),Specialty,2.5,-2.1%,30-dozen cases in thousands
08/05/2024,Midwest (MW),Specialty,0,,30-dozen cases in thousands
08/05/2024,Southeast (SE),Specialty,13.9,-24.2%,30-dozen cases in thousands
08/05/2024,Northeast (NE),Specialty,10.8,-8.4%,30-dozen cases in thousands
08/05/2024,South Central (SC),Large,98,4.2%,30-dozen cases in thousands
08/05/2024,6-Area,Jumbo,48.9,11.3%,30-dozen cases in thousands
08/05/2024,Northeast (NE),Extra Large,23.7,8.3%,30-dozen cases in thousands
08/05/2024,Southeast (SE),Extra Large,22.3,-16.6%,30-dozen cases in thousands
08/05/2024,Midwest (MW),Extra Large,21.8,-22.3%,30-dozen cases in thousands
08/05/2024,South Central (SC),Extra Large,18.9,-11.9%,30-dozen cases in thousands
08/05/2024,Southwest (SW),Extra Large,18,-4.8%,30-dozen cases in thousands
08/05/2024,N/A,Breaking Stock,323.9,-10.7%,30-dozen cases in thousands
08/05/2024,6-Area,Total,1180.1,-0.4%,30-dozen cases in thousands
08/05/2024,Northwest (NW),Total,64.9,20.5%,30-dozen cases in thousands
08/05/2024,Southwest (SW),Total,120,-3.0%,30-dozen cases in thousands
08/05/2024,South Central (SC),Total,190.7,-0.4%,30-dozen cases in thousands
08/05/2024,Midwest (MW),Total,379.6,1.2%,30-dozen cases in thousands
08/05/2024,Southeast (SE),Total,255.1,-5.1%,30-dozen cases in thousands
08/05/2024,Northeast (NE),Total,169.8,-1.6%,30-dozen cases in thousands
09/30/2024,N/A,Breaking Stock,300.8,-10.6%,30-dozen cases in thousands
09/30/2024,6-Area,Total,1270.6,-0.9%,30-dozen cases in thousands
09/30/2024,Northwest (NW),Total,48.2,21.3%,30-dozen cases in thousands
09/30/2024,Southwest (SW),Total,127.1,4.3%,30-dozen cases in thousands
09/30/2024,South Central (SC),Total,235.5,2.1%,30-dozen cases in thousands
09/30/2024,Midwest (MW),Total,392,-3.0%,30-dozen cases in thousands
09/30/2024,Southeast (SE),Total,260.8,-3.4%,30-dozen cases in thousands
09/30/2024,Northeast (NE),Total,207,-4.3%,30-dozen cases in thousands
09/30/2024,Northeast (NE),Jumbo,13.7,-15.3%,30-dozen cases in thousands
09/30/2024,Southeast (SE),Jumbo,11.1,34.2%,30-dozen cases in thousands
09/30/2024,Midwest (MW),Jumbo,16.3,-2.3%,30-dozen cases in thousands
09/30/2024,South Central (SC),Jumbo,14.5,1.6%,30-dozen cases in thousands
09/30/2024,Southwest (SW),Jumbo,3.7,-8.2%,30-dozen cases in thousands
09/30/2024,Northwest (NW),Jumbo,1.4,17.8%,30-dozen cases in thousands
09/30/2024,6-Area,Misc,70.8,0.2%,30-dozen cases in thousands
09/30/2024,Northeast (NE),Misc,17.1,1.1%,30-dozen cases in thousands
09/30/2024,Southeast (SE),Misc,8.9,24.0%,30-dozen cases in thousands
09/30/2024,Southwest (SW),Extra Large,13.8,5.7%,30-dozen cases in thousands
09/30/2024,South Central (SC),Extra Large,25.2,15.7%,30-dozen cases in thousands
09/30/2024,Midwest (MW),Extra Large,31.3,16.5%,30-dozen cases in thousands
09/30/2024,Southeast (SE),Extra Large,28.4,-6.0%,30-dozen cases in thousands
09/30/2024,Northeast (NE),Extra Large,40.5,-4.1%,30-dozen cases in thousands
09/30/2024,6-Area,Jumbo,60.8,0.0%,30-dozen cases in thousands
09/30/2024,South Central (SC),Large,131,-6.6%,30-dozen cases in thousands
09/30/2024,Midwest (MW),Large,150.6,-5.7%,30-dozen cases in thousands
09/30/2024,Southeast (SE),Large,156,-7.1%,30-dozen cases in thousands
09/30/2024,Northeast (NE),Large,91.4,-7.4%,30-dozen cases in thousands
09/30/2024,6-Area,Extra Large,143.6,4.6%,30-dozen cases in thousands
09/30/2024,Northwest (NW),Extra Large,4.3,42.3%,30-dozen cases in thousands
09/30/2024,Midwest (MW),Medium,33.2,-15.2%,30-dozen cases in thousands
09/30/2024,Southeast (SE),Medium,16.4,9.3%,30-dozen cases in thousands
09/30/2024,Northeast (NE),Medium,20.3,13.4%,30-dozen cases in thousands
09/30/2024,6-Area,Large,627.8,-4.3%,30-dozen cases in thousands
09/30/2024,Northwest (NW),Large,36.5,19.7%,30-dozen cases in thousands
09/30/2024,Southwest (SW),Large,62.4,5.9%,30-dozen cases in thousands
09/30/2024,Southeast (SE),Small,0.1,-24.0%,30-dozen cases in thousands
09/30/2024,Northeast (NE),Small,8.2,10.7%,30-dozen cases in thousands
09/30/2024,6-Area,Medium,133.9,3.8%,30-dozen cases in thousands
09/30/2024,Northwest (NW),Medium,4.4,61.7%,30-dozen cases in thousands
09/30/2024,Southwest (SW),Medium,28.3,-1.4%,30-dozen cases in thousands
09/30/2024,South Central (SC),Medium,31.3,22.8%,30-dozen cases in thousands
09/30/2024,Northeast (NE),Ungraded,15.8,-7.1%,30-dozen cases in thousands
09/30/2024,6-Area,Small,13.5,12.6%,30-dozen cases in thousands
09/30/2024,Northwest (NW),Small,0,,30-dozen cases in thousands
09/30/2024,Southwest (SW),Small,1.7,-16.0%,30-dozen cases in thousands
09/30/2024,South Central (SC),Small,1.7,113.9%,30-dozen cases in thousands
09/30/2024,Midwest (MW),Small,1.8,2.7%,30-dozen cases in thousands
09/30/2024,6-Area,Ungraded,220,1.5%,30-dozen cases in thousands
09/30/2024,Northwest (NW),Ungraded,1.6,-27.4%,30-dozen cases in thousands
09/30/2024,Southwest (SW),Ungraded,11.9,12.1%,30-dozen cases in thousands
09/30/2024,South Central (SC),Ungraded,13.2,17.7%,30-dozen cases in thousands
09/30/2024,Midwest (MW),Ungraded,137.8,2.4%,30-dozen cases in thousands
09/30/2024,Southeast (SE),Ungraded,39.8,-3.6%,30-dozen cases in thousands
09/30/2024,Northwest (NW),Misc,0,,30-dozen cases in thousands
09/30/2024,Southwest (SW),Misc,5.4,16.7%,30-dozen cases in thousands
09/30/2024,South Central (SC),Misc,18.5,10.1%,30-dozen cases in thousands
09/30/2024,Midwest (MW),Misc,21,-16.8%,30-dozen cases in thousands
09/30/2024,Southwest (SW),Organic,4.6,-6.0%,30-dozen cases in thousands
09/30/2024,South Central (SC),Organic,7.2,-3.4%,30-dozen cases in thousands
09/30/2024,Midwest (MW),Organic,25.1,-3.0%,30-dozen cases in thousands
09/30/2024,Southeast (SE),Organic,7.8,-24.5%,30-dozen cases in thousands
09/30/2024,Northeast (NE),Organic,14.1,-8.3%,30-dozen cases in thousands
09/30/2024,6-Area,Specialty,35.2,5.4%,30-dozen cases in thousands
09/30/2024,South Central (SC),Cage-Free,36.1,9.0%,30-dozen cases in thousands
09/30/2024,Midwest (MW),Cage-Free,90.1,-4.1%,30-dozen cases in thousands
09/30/2024,Southeast (SE),Cage-Free,14.2,-4.6%,30-dozen cases in thousands
09/30/2024,Northeast (NE),Cage-Free,5,6.6%,30-dozen cases in thousands
09/30/2024,6-Area,Organic,61.4,-7.6%,30-dozen cases in thousands
09/30/2024,Northwest (NW),Organic,2.6,6.9%,30-dozen cases in thousands
09/30/2024,6-Area,Cage-Free,290.8,2.8%,30-dozen cases in thousands
09/30/2024,Northwest (NW),Cage-Free,34.1,20.6%,30-dozen cases in thousands
09/30/2024,Southwest (SW),Cage-Free,111.3,2.9%,30-dozen cases in thousands
09/30/2024,Northwest (NW),Specialty,1.1,125.8%,30-dozen cases in thousands
09/30/2024,Southwest (SW),Specialty,7.5,46.7%,30-dozen cases in thousands
09/30/2024,South Central (SC),Specialty,3.9,-35.0%,30-dozen cases in thousands
09/30/2024,Midwest (MW),Specialty,0,,30-dozen cases in thousands
09/30/2024,Southeast (SE),Specialty,11.9,-7.4%,30-dozen cases in thousands
09/30/2024,Northeast (NE),Specialty,10.8,20.8%,30-dozen cases in thousands
09/23/2024,Northwest (NW),Extra Large,3,-29.2%,30-dozen cases in thousands
09/23/2024,Midwest (MW),Medium,39.2,29.1%,30-dozen cases in thousands
09/23/2024,Southeast (SE),Medium,15,-2.0%,30-dozen cases in thousands
09/23/2024,Northeast (NE),Medium,17.9,9.3%,30-dozen cases in thousands
09/23/2024,6-Area,Large,656.1,-5.5%,30-dozen cases in thousands
09/23/2024,Northwest (NW),Large,30.5,-4.9%,30-dozen cases in thousands
09/23/2024,Southwest (SW),Large,58.9,-13.6%,30-dozen cases in thousands
09/23/2024,Southeast (SE),Small,0.1,-24.0%,30-dozen cases in thousands
09/23/2024,Northeast (NE),Small,7.4,-1.5%,30-dozen cases in thousands
09/23/2024,6-Area,Medium,129,7.4%,30-dozen cases in thousands
09/23/2024,Northwest (NW),Medium,2.7,-50.0%,30-dozen cases in thousands
09/23/2024,Southwest (SW),Medium,28.7,1.3%,30-dozen cases in thousands
09/23/2024,South Central (SC),Medium,25.5,5.7%,30-dozen cases in thousands
09/23/2024,Northeast (NE),Ungraded,17,8.9%,30-dozen cases in thousands
09/23/2024,6-Area,Small,12,-16.6%,30-dozen cases in thousands
09/23/2024,Northwest (NW),Small,0,-100.0%,30-dozen cases in thousands
09/23/2024,Southwest (SW),Small,2,-21.6%,30-dozen cases in thousands
09/23/2024,South Central (SC),Small,0.8,98.5%,30-dozen cases in thousands
09/23/2024,Midwest (MW),Small,1.8,-52.9%,30-dozen cases in thousands
09/23/2024,6-Area,Ungraded,216.7,1.9%,30-dozen cases in thousands
09/23/2024,Northwest (NW),Ungraded,2.2,-1.0%,30-dozen cases in thousands
09/23/2024,Southwest (SW),Ungraded,10.6,-26.7%,30-dozen cases in thousands
09/23/2024,South Central (SC),Ungraded,11.2,8.5%,30-dozen cases in thousands
09/23/2024,Midwest (MW),Ungraded,134.5,6.0%,30-dozen cases in thousands
09/23/2024,Southeast (SE),Ungraded,41.3,-4.3%,30-dozen cases in thousands
09/23/2024,Northwest (NW),Misc,0,,30-dozen cases in thousands
09/23/2024,Southwest (SW),Misc,4.6,0.4%,30-dozen cases in thousands
09/23/2024,South Central (SC),Misc,16.8,-26.1%,30-dozen cases in thousands
09/23/2024,Southwest (SW),Extra Large,13.1,-16.5%,30-dozen cases in thousands
09/23/2024,South Central (SC),Extra Large,21.8,-15.6%,30-dozen cases in thousands
09/23/2024,Midwest (MW),Extra Large,26.9,-26.0%,30-dozen cases in thousands
09/23/2024,Southeast (SE),Extra Large,30.2,-8.2%,30-dozen cases in thousands
09/23/2024,Northeast (NE),Extra Large,42.3,29.7%,30-dozen cases in thousands
09/23/2024,6-Area,Jumbo,60.8,9.1%,30-dozen cases in thousands
09/23/2024,South Central (SC),Large,140.3,-5.7%,30-dozen cases in thousands
09/23/2024,Midwest (MW),Misc,25.2,-36.5%,30-dozen cases in thousands
09/23/2024,Southeast (SE),Misc,7.2,-7.5%,30-dozen cases in thousands
09/23/2024,Northeast (NE),Misc,16.9,43.0%,30-dozen cases in thousands
09/23/2024,6-Area,Misc,70.7,-18.4%,30-dozen cases in thousands
09/23/2024,Northwest (NW),Jumbo,1.2,-22.4%,30-dozen cases in thousands
09/23/2024,Southwest (SW),Jumbo,4,-4.0%,30-dozen cases in thousands
09/23/2024,South Central (SC),Jumbo,14.3,22.2%,30-dozen cases in thousands
09/23/2024,Midwest (MW),Jumbo,16.7,-3.5%,30-dozen cases in thousands
09/23/2024,Midwest (MW),Large,159.7,-11.3%,30-dozen cases in thousands
09/23/2024,Southeast (SE),Large,167.9,-10.4%,30-dozen cases in thousands
09/23/2024,Northeast (NE),Large,98.7,26.9%,30-dozen cases in thousands
09/23/2024,6-Area,Extra Large,137.3,-6.9%,30-dozen cases in thousands
09/23/2024,Northeast (NE),Jumbo,16.2,24.6%,30-dozen cases in thousands
09/23/2024,Southeast (SE),Jumbo,8.3,5.4%,30-dozen cases in thousands
09/23/2024,Southwest (SW),Organic,4.9,-3.1%,30-dozen cases in thousands
09/23/2024,South Central (SC),Organic,7.4,-3.3%,30-dozen cases in thousands
09/23/2024,Midwest (MW),Organic,25.9,0.1%,30-dozen cases in thousands
