report_date,region,class,type,volume,pct_chg_last_week,package,commodity,final_ind
08/05/2024,Midwest (MW),Jumbo,N/A,15,3.1%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,South Central (SC),Jumbo,N/A,10.6,22.3%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southwest (SW),Jumbo,N/A,4.4,-10.9%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northwest (NW),Jumbo,N/A,2.4,118.8%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,6-Area,Misc,N/A,74.5,-1.8%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northeast (NE),Misc,N/A,12.9,-8.2%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southeast (SE),Medium,N/A,15.3,-15.0%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northeast (NE),Medium,N/A,22.5,-2.2%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,6-Area,Large,N/A,574.6,-0.2%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northwest (NW),Large,N/A,44.6,16.0%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southwest (SW),Large,N/A,57.3,5.9%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southeast (SE),Small,N/A,0.3,-47.2%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northeast (NE),Small,N/A,11.5,1.4%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,6-Area,Medium,N/A,140.7,-0.3%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northwest (NW),Medium,N/A,12.7,32.1%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southwest (SW),Medium,N/A,27.3,6.1%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,South Central (SC),Medium,N/A,27,-9.3%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northeast (NE),Ungraded,N/A,6.9,8.2%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,6-Area,Small,N/A,15.8,-8.9%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northwest (NW),Small,N/A,0,,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southwest (SW),Small,N/A,1.7,-51.9%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,South Central (SC),Small,N/A,0.4,45.7%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Midwest (MW),Small,N/A,1.8,30.6%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,6-Area,Ungraded,N/A,216.5,2.6%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northwest (NW),Ungraded,N/A,0.9,-22.8%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southwest (SW),Ungraded,N/A,7.4,-41.2%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,South Central (SC),Ungraded,N/A,20.1,-8.3%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Midwest (MW),Ungraded,N/A,133.8,5.5%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southeast (SE),Ungraded,N/A,47.4,12.8%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northwest (NW),Misc,N/A,0,,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southwest (SW),Misc,N/A,3.9,0.9%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,South Central (SC),Misc,N/A,15.6,3.1%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Midwest (MW),Misc,N/A,29,-1.5%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southeast (SE),Misc,N/A,13,-1.9%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northeast (NE),Large,N/A,82.8,-5.3%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southeast (SE),Large,N/A,149.8,-7.5%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Midwest (MW),Large,N/A,142.2,1.8%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southwest (SW),Organic,Organic,4.2,-37.0%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,South Central (SC),Organic,Organic,7.7,-10.3%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Midwest (MW),Organic,Organic,23.5,3.5%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southeast (SE),Organic,Organic,9.9,-10.8%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northeast (NE),Organic,Organic,19.9,6.0%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,6-Area,Specialty,Specialty,30.7,-14.9%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,South Central (SC),Cage-Free,Cage-Free,29.5,13.9%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Midwest (MW),Cage-Free,Cage-Free,78.2,1.8%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southeast (SE),Cage-Free,Cage-Free,17.2,3.2%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northeast (NE),Cage-Free,Cage-Free,5.6,-24.2%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,6-Area,Organic,Organic,67.6,-3.8%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northwest (NW),Organic,Organic,2.4,1.0%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,6-Area,Cage-Free,Cage-Free,290.1,3.9%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northwest (NW),Cage-Free,Cage-Free,48.8,20.1%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southwest (SW),Cage-Free,Cage-Free,110.8,-0.8%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northwest (NW),Specialty,Specialty,1,30.6%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southwest (SW),Specialty,Specialty,2.5,-9.0%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,South Central (SC),Specialty,Specialty,2.5,-2.1%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Midwest (MW),Specialty,Specialty,0,,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southeast (SE),Specialty,Specialty,13.9,-24.2%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northeast (NE),Specialty,Specialty,10.8,-8.4%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,South Central (SC),Large,N/A,98,4.2%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,6-Area,Jumbo,N/A,48.9,11.3%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northeast (NE),Extra Large,N/A,23.7,8.3%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southeast (SE),Extra Large,N/A,22.3,-16.6%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Midwest (MW),Extra Large,N/A,21.8,-22.3%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,South Central (SC),Extra Large,N/A,18.9,-11.9%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southwest (SW),Extra Large,N/A,18,-4.8%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,N/A,Breaking Stock,N/A,323.9,-10.7%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,6-Area,Total,N/A,1180.1,-0.4%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northwest (NW),Total,N/A,64.9,20.5%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southwest (SW),Total,N/A,120,-3.0%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,South Central (SC),Total,N/A,190.7,-0.4%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Midwest (MW),Total,N/A,379.6,1.2%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Southeast (SE),Total,N/A,255.1,-5.1%,30-dozen cases in thousands,Shell Eggs,Final
08/05/2024,Northeast (NE),Total,N/A,169.8,-1.6%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,N/A,Breaking Stock,N/A,300.8,-10.6%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,6-Area,Total,N/A,1270.6,-0.9%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northwest (NW),Total,N/A,48.2,21.3%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southwest (SW),Total,N/A,127.1,4.3%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,South Central (SC),Total,N/A,235.5,2.1%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Midwest (MW),Total,N/A,392,-3.0%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southeast (SE),Total,N/A,260.8,-3.4%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northeast (NE),Total,N/A,207,-4.3%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northeast (NE),Jumbo,N/A,13.7,-15.3%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southeast (SE),Jumbo,N/A,11.1,34.2%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Midwest (MW),Jumbo,N/A,16.3,-2.3%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,South Central (SC),Jumbo,N/A,14.5,1.6%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southwest (SW),Jumbo,N/A,3.7,-8.2%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northwest (NW),Jumbo,N/A,1.4,17.8%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,6-Area,Misc,N/A,70.8,0.2%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northeast (NE),Misc,N/A,17.1,1.1%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southeast (SE),Misc,N/A,8.9,24.0%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southwest (SW),Extra Large,N/A,13.8,5.7%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,South Central (SC),Extra Large,N/A,25.2,15.7%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Midwest (MW),Extra Large,N/A,31.3,16.5%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southeast (SE),Extra Large,N/A,28.4,-6.0%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northeast (NE),Extra Large,N/A,40.5,-4.1%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,6-Area,Jumbo,N/A,60.8,0.0%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,South Central (SC),Large,N/A,131,-6.6%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Midwest (MW),Large,N/A,150.6,-5.7%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southeast (SE),Large,N/A,156,-7.1%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northeast (NE),Large,N/A,91.4,-7.4%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,6-Area,Extra Large,N/A,143.6,4.6%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northwest (NW),Extra Large,N/A,4.3,42.3%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Midwest (MW),Medium,N/A,33.2,-15.2%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southeast (SE),Medium,N/A,16.4,9.3%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northeast (NE),Medium,N/A,20.3,13.4%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,6-Area,Large,N/A,627.8,-4.3%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northwest (NW),Large,N/A,36.5,19.7%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southwest (SW),Large,N/A,62.4,5.9%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southeast (SE),Small,N/A,0.1,-24.0%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northeast (NE),Small,N/A,8.2,10.7%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,6-Area,Medium,N/A,133.9,3.8%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northwest (NW),Medium,N/A,4.4,61.7%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southwest (SW),Medium,N/A,28.3,-1.4%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,South Central (SC),Medium,N/A,31.3,22.8%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northeast (NE),Ungraded,N/A,15.8,-7.1%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,6-Area,Small,N/A,13.5,12.6%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northwest (NW),Small,N/A,0,,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southwest (SW),Small,N/A,1.7,-16.0%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,South Central (SC),Small,N/A,1.7,113.9%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Midwest (MW),Small,N/A,1.8,2.7%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,6-Area,Ungraded,N/A,220,1.5%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northwest (NW),Ungraded,N/A,1.6,-27.4%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southwest (SW),Ungraded,N/A,11.9,12.1%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,South Central (SC),Ungraded,N/A,13.2,17.7%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Midwest (MW),Ungraded,N/A,137.8,2.4%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southeast (SE),Ungraded,N/A,39.8,-3.6%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northwest (NW),Misc,N/A,0,,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southwest (SW),Misc,N/A,5.4,16.7%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,South Central (SC),Misc,N/A,18.5,10.1%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Midwest (MW),Misc,N/A,21,-16.8%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southwest (SW),Organic,Organic,4.6,-6.0%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,South Central (SC),Organic,Organic,7.2,-3.4%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Midwest (MW),Organic,Organic,25.1,-3.0%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southeast (SE),Organic,Organic,7.8,-24.5%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northeast (NE),Organic,Organic,14.1,-8.3%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,6-Area,Specialty,Specialty,35.2,5.4%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,South Central (SC),Cage-Free,Cage-Free,36.1,9.0%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Midwest (MW),Cage-Free,Cage-Free,90.1,-4.1%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southeast (SE),Cage-Free,Cage-Free,14.2,-4.6%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northeast (NE),Cage-Free,Cage-Free,5,6.6%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,6-Area,Organic,Organic,61.4,-7.6%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northwest (NW),Organic,Organic,2.6,6.9%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,6-Area,Cage-Free,Cage-Free,290.8,2.8%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northwest (NW),Cage-Free,Cage-Free,34.1,20.6%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southwest (SW),Cage-Free,Cage-Free,111.3,2.9%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northwest (NW),Specialty,Specialty,1.1,125.8%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southwest (SW),Specialty,Specialty,7.5,46.7%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,South Central (SC),Specialty,Specialty,3.9,-35.0%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Midwest (MW),Specialty,Specialty,0,,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Southeast (SE),Specialty,Specialty,11.9,-7.4%,30-dozen cases in thousands,Shell Eggs,Final
09/30/2024,Northeast (NE),Specialty,Specialty,10.8,20.8%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northwest (NW),Extra Large,N/A,3,-29.2%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Midwest (MW),Medium,N/A,39.2,29.1%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southeast (SE),Medium,N/A,15,-2.0%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northeast (NE),Medium,N/A,17.9,9.3%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,6-Area,Large,N/A,656.1,-5.5%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northwest (NW),Large,N/A,30.5,-4.9%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southwest (SW),Large,N/A,58.9,-13.6%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southeast (SE),Small,N/A,0.1,-24.0%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northeast (NE),Small,N/A,7.4,-1.5%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,6-Area,Medium,N/A,129,7.4%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northwest (NW),Medium,N/A,2.7,-50.0%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southwest (SW),Medium,N/A,28.7,1.3%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,South Central (SC),Medium,N/A,25.5,5.7%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northeast (NE),Ungraded,N/A,17,8.9%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,6-Area,Small,N/A,12,-16.6%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northwest (NW),Small,N/A,0,-100.0%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southwest (SW),Small,N/A,2,-21.6%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,South Central (SC),Small,N/A,0.8,98.5%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Midwest (MW),Small,N/A,1.8,-52.9%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,6-Area,Ungraded,N/A,216.7,1.9%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northwest (NW),Ungraded,N/A,2.2,-1.0%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southwest (SW),Ungraded,N/A,10.6,-26.7%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,South Central (SC),Ungraded,N/A,11.2,8.5%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Midwest (MW),Ungraded,N/A,134.5,6.0%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southeast (SE),Ungraded,N/A,41.3,-4.3%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northwest (NW),Misc,N/A,0,,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southwest (SW),Misc,N/A,4.6,0.4%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,South Central (SC),Misc,N/A,16.8,-26.1%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southwest (SW),Extra Large,N/A,13.1,-16.5%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,South Central (SC),Extra Large,N/A,21.8,-15.6%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Midwest (MW),Extra Large,N/A,26.9,-26.0%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southeast (SE),Extra Large,N/A,30.2,-8.2%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northeast (NE),Extra Large,N/A,42.3,29.7%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,6-Area,Jumbo,N/A,60.8,9.1%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,South Central (SC),Large,N/A,140.3,-5.7%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Midwest (MW),Misc,N/A,25.2,-36.5%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southeast (SE),Misc,N/A,7.2,-7.5%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northeast (NE),Misc,N/A,16.9,43.0%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,6-Area,Misc,N/A,70.7,-18.4%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northwest (NW),Jumbo,N/A,1.2,-22.4%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southwest (SW),Jumbo,N/A,4,-4.0%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,South Central (SC),Jumbo,N/A,14.3,22.2%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Midwest (MW),Jumbo,N/A,16.7,-3.5%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Midwest (MW),Large,N/A,159.7,-11.3%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southeast (SE),Large,N/A,167.9,-10.4%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northeast (NE),Large,N/A,98.7,26.9%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,6-Area,Extra Large,N/A,137.3,-6.9%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northeast (NE),Jumbo,N/A,16.2,24.6%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southeast (SE),Jumbo,N/A,8.3,5.4%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southwest (SW),Organic,Organic,4.9,-3.1%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,South Central (SC),Organic,Organic,7.4,-3.3%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Midwest (MW),Organic,Organic,25.9,0.1%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southeast (SE),Organic,Organic,10.3,22.8%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northeast (NE),Organic,Organic,15.4,1.4%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,6-Area,Specialty,Specialty,33.4,7.3%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,South Central (SC),Cage-Free,Cage-Free,33.1,-6.6%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Midwest (MW),Cage-Free,Cage-Free,94,1.8%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northeast (NE),Total,N/A,216.4,23.8%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southeast (SE),Total,N/A,270,-8.4%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Midwest (MW),Total,N/A,404,-7.0%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,South Central (SC),Total,N/A,230.6,-5.4%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southwest (SW),Total,N/A,121.9,-11.7%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northwest (NW),Total,N/A,39.7,-13.2%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,6-Area,Total,N/A,1282.6,-3.7%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,N/A,Breaking Stock,N/A,336.4,-8.1%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southeast (SE),Cage-Free,Cage-Free,14.9,0.4%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northeast (NE),Cage-Free,Cage-Free,4.7,31.5%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,6-Area,Organic,Organic,66.4,2.6%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northwest (NW),Organic,Organic,2.4,-0.8%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,6-Area,Cage-Free,Cage-Free,283,-8.0%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northwest (NW),Cage-Free,Cage-Free,28.3,-21.1%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southwest (SW),Cage-Free,Cage-Free,108.1,-14.0%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northwest (NW),Specialty,Specialty,0.5,3.8%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southwest (SW),Specialty,Specialty,5.1,94.4%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,South Central (SC),Specialty,Specialty,6,29.4%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Midwest (MW),Specialty,Specialty,0,,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Southeast (SE),Specialty,Specialty,12.9,-13.3%,30-dozen cases in thousands,Shell Eggs,Final
09/23/2024,Northeast (NE),Specialty,Specialty,8.9,3.7%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,Southwest (SW),Organic,Organic,5.1,4.8%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,South Central (SC),Organic,Organic,7.7,6.7%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,Midwest (MW),Organic,Organic,25.9,2.9%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,Southeast (SE),Organic,Organic,8.4,-13.7%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,Northeast (NE),Organic,Organic,15.2,-0.1%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,6-Area,Specialty,Specialty,31.1,9.2%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,South Central (SC),Cage-Free,Cage-Free,35.5,-0.5%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,Midwest (MW),Cage-Free,Cage-Free,92.3,5.8%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,Southeast (SE),Cage-Free,Cage-Free,14.8,16.0%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,Northeast (NE),Cage-Free,Cage-Free,3.6,13.2%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,6-Area,Organic,Organic,64.7,0.3%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,Northwest (NW),Organic,Organic,2.4,-0.8%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,6-Area,Cage-Free,Cage-Free,307.8,5.2%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,Northwest (NW),Cage-Free,Cage-Free,35.8,-4.5%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,Southwest (SW),Cage-Free,Cage-Free,125.7,8.1%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,Northwest (NW),Specialty,Specialty,0.5,-42.3%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,Southwest (SW),Specialty,Specialty,2.6,43.7%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,South Central (SC),Specialty,Specialty,4.6,8.7%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,Midwest (MW),Specialty,Specialty,0,,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,Southeast (SE),Specialty,Specialty,14.9,13.5%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,Northeast (NE),Specialty,Specialty,8.6,1.0%,30-dozen cases in thousands,Shell Eggs,Final
09/16/2024,N/A,Breaking Stock,N/A,366.1,11.8%,30-dozen cases in thousands,Shell Eggs,Final
